"","country","points","price","province","title","variety","winery"
"225","Italy",93,120,"Tuscany","Fontodi 2013 Flaccianello della Pieve Sangiovese (Colli della Toscana Centrale)","Sangiovese","Fontodi"
"226","France",88,12,"Rhône Valley","Balma Venitia 2012 Légende des Toques Red (Côtes du Rhône)","Rhône-style Red Blend","Balma Venitia"
"227","US",86,24,"California","Chacewater 2013 Highlander Red (Sierra Foothills)","Red Blend","Chacewater"
"228","France",85,12,"Bordeaux","Château les Verriers 2014  Bordeaux","Bordeaux-style Red Blend","Château les Verriers"
"229","US",88,13,"Washington","Michelle NV Brut Sparkling (Columbia Valley (WA))","Sparkling Blend","Michelle"
"230","Canada",91,18,"British Columbia","Township 7 2015 Sauvignon Blanc (Okanagan Valley)","Sauvignon Blanc","Township 7"
"231","US",88,65,"California","Lorenzi Estate 2012 Estate Grown Syrah (Temecula Valley)","Syrah","Lorenzi Estate"
"232","US",91,38,"California","Judd's Hill 2013 Tardy Harvest Roussanne (Sierra Foothills)","Roussanne","Judd's Hill"
"233","US",92,35,"Oregon","Styring 2013 Signature Pinot Noir (Ribbon Ridge)","Pinot Noir","Styring"
"234","US",87,27,"California","J. Wilkes 2013 Pinot Noir (Santa Maria Valley)","Pinot Noir","J. Wilkes"
"235","France",91,25,"Provence","Château la Gordonne 2013 La Chapelle Gordonne Rosé (Côtes de Provence)","Rosé","Château la Gordonne"
"236","US",90,20,"California","Rippey 2013 Sauvignon Blanc (Napa Valley)","Sauvignon Blanc","Rippey"
"237","Chile",83,15,"Colchagua Valley","Estampa 2014 Estate White (Colchagua Valley)","White Blend","Estampa"
"238","Italy",88,18,"Veneto","Mionetto NV MO Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Mionetto"
"239","Austria",91,27,"Weinviertel","Dürnberg 2011 Rabenstein Reserve Grüner Veltliner (Weinviertel)","Grüner Veltliner","Dürnberg"
"240","US",91,40,"Oregon","Roco 2013 Chardonnay (Willamette Valley)","Chardonnay","Roco"
"241","Italy",87,39,"Piedmont","Cascina Bruciata 2013  Barbaresco","Nebbiolo","Cascina Bruciata"
"242","US",89,25,"Washington",":Nota Bene 2012 Syrah (Columbia Valley (WA))","Syrah",":Nota Bene"
"243","South Africa",90,20,"Paarl","Glen Carlou 2009 Grand Classique Cabernet Sauvignon-Petit Verdot-Malbec-
Merlot-Cabernet Franc Red (Paarl)","Bordeaux-style Red Blend","Glen Carlou"
"244","Italy",87,25,"Central Italy","Sartarelli 2011 Balciana  (Verdicchio dei Castelli di Jesi Classico Superiore)","Verdicchio","Sartarelli"
"245","Slovenia",87,30,"Goriska Brda","Valter Sirk 2010 Malvazija Malvasia Istriana (Goriska Brda)","Malvasia Istriana","Valter Sirk"
"246","Italy",87,18,"Northeastern Italy","Elena Walch 2013 Pinot Grigio (Alto Adige)","Pinot Grigio","Elena Walch"
"247","US",87,26,"California","Waterstone 2005 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Waterstone"
"248","US",87,13,"California","HandCraft 2010 Artisan Collection Chardonnay (California)","Chardonnay","HandCraft"
"249","US",90,55,"California","Stag's Leap Wine Cellars 2012 Artemis Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Stag's Leap Wine Cellars"
"250","Italy",86,30,"Southern Italy","Mastroberardino 2013 Neroametà Aglianico (Campania)","Aglianico","Mastroberardino"
"251","Canada",92,32,"British Columbia","Burrowing Owl 2014 Malbec (Okanagan Valley)","Malbec","Burrowing Owl"
"252","Austria",91,16,"Kremstal","Hermann Moser 2013 Karmeliterberg Grüner Veltliner (Kremstal)","Grüner Veltliner","Hermann Moser"
"253","Italy",88,21,"Piedmont","Conterno Fantino 2015  Dolcetto d'Alba","Dolcetto","Conterno Fantino"
"254","Austria",90,19,"Niederösterreich","Forstreiter 2012 Alte Reben Grüner Veltliner (Niederösterreich)","Grüner Veltliner","Forstreiter"
"255","Argentina",86,12,"Other","Antonio Cesar Cavalli 2007 White Pearl Torrontés (Salta)","Torrontés","Antonio Cesar Cavalli"
"256","Argentina",92,110,"Mendoza Province","El Enemigo 2011 Gran Enemigo Agrelo Single Vineyard Cabernet Franc (Mendoza)","Cabernet Franc","El Enemigo"
"257","US",90,25,"California","Miraflores 2009 Estate Tempranillo (El Dorado)","Tempranillo","Miraflores"
"258","US",87,25,"California","Longboard 2008 DaKine Vineyard Merlot (Russian River Valley)","Merlot","Longboard"
"259","US",90,45,"California","Quivira 2014 Black Boar Zinfandel (Dry Creek Valley)","Zinfandel","Quivira"
"260","Italy",91,19,"Piedmont","Cantina del Nebbiolo 2012  Barbaresco","Nebbiolo","Cantina del Nebbiolo"
"261","Chile",83,11,"Maipo Valley","Tres Palacios 2014 Reserve Chardonnay (Maipo Valley)","Chardonnay","Tres Palacios"
"262","Portugal",92,32,"Douro","Magnum Vinhos 2013 Baton Casal de Loivos Red (Douro)","Portuguese Red","Magnum Vinhos"
"263","Spain",84,11,"Northern Spain","Castillo de Fuenmayor NV Gran Familia  (Rioja)","Tempranillo","Castillo de Fuenmayor"
"264","US",89,24,"New York","Macari 2015 Katherine's Field Sauvignon Blanc (North Fork of Long Island)","Sauvignon Blanc","Macari"
"265","US",84,18,"Oregon","Wooldridge Creek 1998 Cabernet Sauvignon (Applegate Valley)","Cabernet Sauvignon","Wooldridge Creek"
"266","Italy",90,60,"Tuscany","Cerbaia 2011  Brunello di Montalcino","Sangiovese","Cerbaia"
"267","France",93,130,"Burgundy","Maison Champy 2006  Corton-Charlemagne","Chardonnay","Maison Champy"
"268","US",87,30,"California","Meyer Family Cellars 2004 Syrah (Mendocino County)","Syrah","Meyer Family Cellars"
"269","Italy",92,75,"Tuscany","Ornellaia 2012 Le Serre Nuove  (Bolgheri)","Red Blend","Ornellaia"
"270","Chile",88,14,"San Antonio","Cono Sur 2016 Organic Sauvignon Blanc (San Antonio)","Sauvignon Blanc","Cono Sur"
"271","US",87,15,"New York","Dr. Konstantin Frank 2006 Dry Rosé (Finger Lakes)","Rosé","Dr. Konstantin Frank"
"272","US",91,52,"California","Talbott 2012 Diamond T Vineyard Chardonnay (Monterey)","Chardonnay","Talbott"
"273","US",84,16,"California","Joseph Swan Vineyards 2008 Saralee's Vineyard Marsanne-Roussanne (Russian River Valley)","Marsanne-Roussanne","Joseph Swan Vineyards"
"274","US",88,10,"California","Twin Arches 2010 Merlot (California)","Merlot","Twin Arches"
"275","France",83,NA,"Bordeaux","Château Argadens 2011  Bordeaux Supérieur","Bordeaux-style Red Blend","Château Argadens"
"276","Italy",89,17,"Sicily & Sardinia","Colosi 2014 Nero d'Avola (Terre Siciliane)","Nero d'Avola","Colosi"
"277","Spain",83,10,"Northern Spain","Zorzal 2012 Tempranillo (Navarra)","Tempranillo","Zorzal"
"278","US",90,24,"California","Brassfield 2013 High Serenity Ranch Vineyard Pinot Noir (High Valley)","Pinot Noir","Brassfield"
"279","Austria",92,66,"Kremstal","Nigl 2013 Hochäcker Reserve Riesling (Kremstal)","Riesling","Nigl"
"280","France",89,NA,"Bordeaux","Château Les Trois Manoirs 2011  Médoc","Bordeaux-style Red Blend","Château Les Trois Manoirs"
"281","France",90,NA,"Bordeaux","Château Couhins-Lurton 2009  Pessac-Léognan","Bordeaux-style White Blend","Château Couhins-Lurton"
"282","France",90,22,"Alsace","Willm 2012 Kirchberg de Barr Grand Cru Riesling (Alsace)","Riesling","Willm"
"283","US",90,39,"Washington","Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain)","Merlot","Efeste"
"284","Italy",87,14,"Sicily & Sardinia","Castellucci Miano 2013 Nero d'Avola (Terre Siciliane)","Nero d'Avola","Castellucci Miano"
"285","US",87,16,"Washington","Columbia Winery 2013 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Columbia Winery"
"286","Spain",89,NA,"Spain Other","Raventós I Blanc 2011 de Nit Sparkling (Spain)","Sparkling Blend","Raventós I Blanc"
"287","France",88,18,"Bordeaux","Château Crusquet Sabourin 2015  Blaye Côtes de Bordeaux","Bordeaux-style Red Blend","Château Crusquet Sabourin"
"288","Chile",88,20,"Aconcagua Valley","Arboleda 2012 Cabernet Sauvignon (Aconcagua Valley)","Cabernet Sauvignon","Arboleda"
"289","Australia",85,10,"Australia Other","Andrew Peace 2009 Masterpeace Red Blend Red (South Eastern Australia)","Red Blend","Andrew Peace"
"290","Italy",88,16,"Italy Other","Centovigne 2015 Miranda Erbaluce","Erbaluce","Centovigne"
"291","US",90,44,"California","Midsummer Cellars 2009 Cañon Creek Vineyard Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Midsummer Cellars"
"292","Italy",87,13,"Southern Italy","Di Majo Norante 2011 Cabernet (Terra degli Osci)","Cabernet","Di Majo Norante"
"293","Italy",88,29,"Tuscany","Lornano 2011  Chianti Classico","Sangiovese","Lornano"
"294","US",92,100,"California","Lookout Ridge 2005 Andy Erickson Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Lookout Ridge"
"295","US",87,34,"California","Windsor Oaks 2012 Reserve Pinot Noir (Russian River Valley)","Pinot Noir","Windsor Oaks"
"296","US",87,24,"California","Chatom Vineyards 2009 Touriga Nacional (Calaveras County)","Touriga Nacional","Chatom Vineyards"
"297","US",94,32,"California","Lafond 2012 Stainless Steele Estate Chardonnay (Sta. Rita Hills)","Chardonnay","Lafond"
"298","US",90,60,"Washington","Pursued by Bear 2012 Baby Bear Syrah (Columbia Valley (WA))","Syrah","Pursued by Bear"
"299","US",89,21,"Oregon","Left Coast Cellars 2008 Left Bank Pinot Blanc (Willamette Valley)","Pinot Blanc","Left Coast Cellars"
"300","Spain",94,350,"Northern Spain","Artadi 2010 Viña El Pison  (Rioja)","Tempranillo Blend","Artadi"
"301","Spain",87,13,"Northern Spain","Garciarévalo 2014 Casamaro Verdejo (Rueda)","Verdejo","Garciarévalo"
"302","US",93,45,"Washington","Maison Bleue 2014 Bourgeois Grenache (Walla Walla Valley (WA))","Grenache","Maison Bleue"
"303","US",90,24,"California","Y Rousseau 2015 Rosé of Tannat (Solano County)","Tannat","Y Rousseau"
"304","France",88,14,"Bordeaux","Château la Freynelle 2016  Bordeaux Blanc","Bordeaux-style White Blend","Château la Freynelle"
"305","US",86,19,"Virginia","Lovingston 2006 Josie's Knoll Reserve Merlot (Monticello)","Merlot","Lovingston"
"306","France",90,NA,"Burgundy","Domaine du Comte Liger-Belair 2011 Aux Cras Premier Cru  (Nuits-St.-Georges)","Pinot Noir","Domaine du Comte Liger-Belair"
"307","US",87,35,"New York","Osprey's Dominion 2013 Reserve Petit Verdot (North Fork of Long Island)","Petit Verdot","Osprey's Dominion"
"308","France",92,16,"Southwest France","Château Jolys 2012  Jurançon","Gros and Petit Manseng","Château Jolys"
"309","US",85,12,"California","Kendall-Jackson 1998 Vintner's Reserve Chardonnay (California)","Chardonnay","Kendall-Jackson"
"310","US",94,45,"California","Mattucci 2013 Bentley Ironworks Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Mattucci"
"311","US",91,45,"Washington","Syncline 2011 Mourvèdre (Red Mountain)","Mourvèdre","Syncline"
"312","US",90,55,"California","Russian River Vineyards 2009 Estate Grown Pinot Noir (Russian River Valley)","Pinot Noir","Russian River Vineyards"
"313","Spain",86,13,"Levante","La Bodega de Pinoso 2009 Flos de Pinoso Made With Organic Grapes Macabeo & Airén White (Alicante)","White Blend","La Bodega de Pinoso"
"314","Spain",92,28,"Northern Spain","Marqués de Murrieta 2012 Finca Ygay Reserva  (Rioja)","Tempranillo Blend","Marqués de Murrieta"
"315","Portugal",91,NA,"Alentejano","Dona Maria-Júlio Bastos 2006 Dona Maria Reserva Red (Alentejano)","Portuguese Red","Dona Maria-Júlio Bastos"
"316","France",91,24,"Beaujolais","Stéphane Aviron 2015 Domaine de la Madrière  (Fleurie)","Gamay","Stéphane Aviron"
"317","Italy",87,15,"Sicily & Sardinia","Cantina Santadi 2014 Antigua  (Monica di Sardegna)","Red Blend","Cantina Santadi"
"318","France",85,14,"Bordeaux","Château Larroque 2016 Rosé (Bordeaux Rosé)","Rosé","Château Larroque"
"319","Italy",86,13,"Central Italy","Cantina Offida 2012  Rosso Piceno","Red Blend","Cantina Offida"
"320","US",87,20,"California","Clos La Chance 2006 Chardonnay (Santa Cruz Mountains)","Chardonnay","Clos La Chance"
"321","Chile",88,15,"Leyda Valley","Santa Ema 2012 Reserve Sauvignon Blanc (Leyda Valley)","Sauvignon Blanc","Santa Ema"
"322","Italy",88,45,"Central Italy","Valori 2009 Vigna Sant'Angelo  (Montepulciano d'Abruzzo Colline Teramane)","Montepulciano","Valori"
"323","US",88,24,"Washington","Sparkman 2014 Apparition White Wine White (Yakima Valley)","Rhône-style White Blend","Sparkman"
"324","France",88,25,"Provence","Domaine de Valdition 2014 Tradition Rosé (Alpilles)","Rosé","Domaine de Valdition"
"325","US",85,14,"California","Mission Hardware 2007 Winemaker's Select Old Sonoma Red (Sonoma Valley)","Red Blend","Mission Hardware"
"326","Austria",92,14,"Kremstal","Türk 2015 Kremser Weinberge Grüner Veltliner (Kremstal)","Grüner Veltliner","Türk"
"327","Austria",90,NA,"Kremstal","Türk 2015 Kremser Wachtberg Reserve Riesling (Kremstal)","Riesling","Türk"
"328","US",87,16,"California","Husch 2012 Muscat Canelli (Mendocino)","Muscat Canelli","Husch"
"329","France",88,16,"Southwest France","Lannac Saint-Jean 2009 B (Si) Malbec (Cahors)","Malbec","Lannac Saint-Jean"
"330","US",88,14,"New York","Lamoreaux Landing 2011 Semi-Dry Riesling (Finger Lakes)","Riesling","Lamoreaux Landing"
"331","New Zealand",91,26,"Marlborough","Brancott 2008 B Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Brancott"
"332","Argentina",80,14,"Mendoza Province","Hollen Family Vineyards 2008 Bonarda (Mendoza)","Bonarda","Hollen Family Vineyards"
"333","US",95,50,"California","J Vineyards & Winery 2000 Vintage Brut Sparkling (Russian River Valley)","Sparkling Blend","J Vineyards & Winery"
"334","Italy",86,NA,"Veneto","Cantina di Gambellara 2016 Monopolio  (Soave Classico)","Garganega","Cantina di Gambellara"
"335","US",90,49,"California","Foursight 2009 Charles Vineyard Clone 5 Pinot Noir (Anderson Valley)","Pinot Noir","Foursight"
"336","South Africa",88,12,"Simonsberg-Stellenbosch","Le Bonheur 2008 Chardonnay (Simonsberg-Stellenbosch)","Chardonnay","Le Bonheur"
"337","US",90,28,"California","Cima Collina 2012 Tre Gatti Vineyard Syrah (San Antonio Valley)","Syrah","Cima Collina"
"338","Chile",84,15,"Maipo Valley","Ventisquero 2008 Queulat Gran Reserva Merlot (Maipo Valley)","Merlot","Ventisquero"
"339","US",92,45,"California","Ironstone 2005 Reserve Meritage (Sierra Foothills)","Meritage","Ironstone"
"340","France",95,65,"Alsace","Trimbach 2007 Cuvée Frédéric Emile Riesling (Alsace)","Riesling","Trimbach"
"341","US",86,17,"California","Michael Pozzan 2011 Annabella Special Selection Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Michael Pozzan"
"342","US",90,16,"Washington","Dunham 2009 Three Legged Red Red (Columbia Valley (WA))","Red Blend","Dunham"
"343","France",89,29,"Bordeaux","Château Fourcas Dupré 2012  Listrac-Médoc","Bordeaux-style Red Blend","Château Fourcas Dupré"
"344","Chile",82,12,"Maipo Valley","Undurraga 1998 Reserva Chardonnay (Maipo Valley)","Chardonnay","Undurraga"
"345","Italy",87,20,"Central Italy","Dionigi 2010  Montefalco Rosso","Red Blend","Dionigi"
"346","Portugal",90,15,"Lisboa","DFJ Vinhos 2011 Grand'Arte Special Selection Red (Lisboa)","Touriga Nacional Blend","DFJ Vinhos"
"347","Greece",90,20,"Chalkidiki","Claudia Papayianni 2013 Alexandra Malagouzia (Chalkidiki)","Malagouzia","Claudia Papayianni"
"348","US",91,48,"California","Zaca Mesa 2014 Chapel G Syrah (Santa Ynez Valley)","Syrah","Zaca Mesa"
"349","Italy",84,14,"Central Italy","Marchetti 2011  Verdicchio dei Castelli di Jesi","Verdicchio","Marchetti"
"350","US",82,34,"California","Pomar Junction 2008 Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Pomar Junction"
"351","South Africa",87,8,"Stellenbosch","Beau Joubert 2005 Oak Lane Merlot-Cabernet Sauvignon (Stellenbosch)","Merlot-Cabernet Sauvignon","Beau Joubert"
"352","US",86,25,"California","Perry Creek 2008 Altitude: 2401 Cabernet Sauvignon (El Dorado)","Cabernet Sauvignon","Perry Creek"
"353","Argentina",85,17,"Mendoza Province","Hélène Garcin 2007 Bodega Poesia Bonarda (Mendoza)","Bonarda","Hélène Garcin"
"354","US",87,40,"California","Houdini 2011 Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","Houdini"
"355","US",88,25,"New York","Atwater 2013 Big Blend Red (Finger Lakes)","Red Blend","Atwater"
"356","US",93,44,"California","Couloir 2011 Monument Tree Pinot Noir (Anderson Valley)","Pinot Noir","Couloir"
"357","Spain",85,15,"Catalonia","Vilarnau NV Brut Reserva Sparkling (Cava)","Sparkling Blend","Vilarnau"
"358","Austria",91,NA,"Thermenregion","Stift Klosterneuburg 2013 Zweigelt (Thermenregion)","Zweigelt","Stift Klosterneuburg"
"359","France",96,160,"Southwest France","Vignobles Brumont 2010 Château Montus La Tyre Tannat (Madiran)","Tannat","Vignobles Brumont"
"360","Spain",91,25,"Northern Spain","Olivier Rivière 2015 Gabaxo  (Rioja)","Red Blend","Olivier Rivière"
"361","Portugal",87,18,"Alentejano","Fitapreta Vinhos 2010 Branco White (Alentejano)","Portuguese White","Fitapreta Vinhos"
"362","US",87,18,"Virginia","Chateau Morrisette 2010 Cabernet Sauvignon (Virginia)","Cabernet Sauvignon","Chateau Morrisette"
"363","Australia",92,25,"South Australia","Maverick 2014 Twins Shiraz (Barossa)","Shiraz","Maverick"
"364","Italy",84,17,"Veneto","Zardetto NV Rosé Sparkling (Veneto)","Sparkling Blend","Zardetto"
"365","Greece",88,15,"Mantinia","Nasiakos 2006 Moschofilero (Mantinia)","Moschofilero","Nasiakos"
"366","US",91,36,"Washington","Tamarack Cellars 2014 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Tamarack Cellars"
"367","US",91,70,"California","Signorello 2013 Seta Proprietary White Semillon-Sauvignon Blanc (Napa Valley)","Semillon-Sauvignon Blanc","Signorello"
"368","US",94,50,"California","Williams Selyem 2009 Allen Vineyard Chardonnay (Russian River Valley)","Chardonnay","Williams Selyem"
"369","France",90,NA,"Bordeaux","Château Picque Caillou 2012  Pessac-Léognan","Bordeaux-style Red Blend","Château Picque Caillou"
"370","US",88,35,"New York","Osprey's Dominion 2013 Reserve Cabernet Sauvignon (North Fork of Long Island)","Cabernet Sauvignon","Osprey's Dominion"
"371","US",92,135,"California","Knights Bridge 2010 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Knights Bridge"
"372","US",89,16,"New York","Three Brothers 2016 Stony Lonesome Estate Reserve Dry Rosé of Pinot Noir (Finger Lakes)","Pinot Noir","Three Brothers"
"373","Austria",90,23,"Niederösterreich","Zull 2006 Innere Bergen Riesling (Niederösterreich)","Riesling","Zull"
"374","New Zealand",85,7,"Marlborough","Riparian 2008 Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Riparian"
"375","Italy",87,47,"Tuscany","Tornesi 2009  Brunello di Montalcino","Sangiovese","Tornesi"
"376","Portugal",87,26,"Port","Ramos-Pinto 2004 Late Bottled Vintage  (Port)","Port","Ramos-Pinto"
"377","France",93,65,"Burgundy","Château de Santenay 2015 Montée Rouge Premier Cru  (Beaune)","Pinot Noir","Château de Santenay"
