"","country","points","price","province","title","variety","winery"
"221","US",92,65,"Oregon","Torii Mor 2006 Olson Vineyard Pinot Noir (Dundee Hills)","Pinot Noir","Torii Mor"
"222","US",81,26,"California","3 Spells 2007 Blend GHK Red (Napa Valley)","Red Blend","3 Spells"
"223","US",92,48,"Washington","Va Piano 2009 Estate Syrah (Walla Walla Valley (WA))","Syrah","Va Piano"
"224","US",86,45,"California","Schug 2013 Schug Estate Pinot Noir (Carneros)","Pinot Noir","Schug"
"225","US",90,20,"California","Coquerel Family Wine Estates 2012 Le Petit Coquerel Sauvignon Blanc (Napa Valley)","Sauvignon Blanc","Coquerel Family Wine Estates"
"226","France",90,18,"Beaujolais","Vignobles Bulliat 2016 Château des Roches  (Fleurie)","Gamay","Vignobles Bulliat"
"227","France",86,12,"Beaujolais","Patriarche Père et Fils 2014  Beaujolais","Gamay","Patriarche Père et Fils"
"228","US",87,45,"California","Vie Winery 2010 White Hawk Vineyard Syrah (Santa Barbara County)","Syrah","Vie Winery"
"229","US",85,24,"Virginia","The Williamsburg Winery 2014 Wessex Hundred Merlot (Virginia)","Merlot","The Williamsburg Winery"
"230","Italy",92,60,"Tuscany","Poggio Scalette 2004 Il Carbonaione Sangiovese (Toscana)","Sangiovese","Poggio Scalette"
"231","US",89,NA,"California","Equinox NV Blanc de Blanc Chardonnay (Monterey)","Chardonnay","Equinox"
"232","France",91,26,"Alsace","Domaine Zind-Humbrecht 2014 Turckheim Pinot Gris (Alsace)","Pinot Gris","Domaine Zind-Humbrecht"
"233","Germany",92,92,"Mosel","Dr. Loosen 2012 Ürziger Würzgarten GG Réserve Alte Reben Erste Lage Dry Riesling (Mosel)","Riesling","Dr. Loosen"
"234","Italy",82,NA,"Veneto","La Jara NV Extra Dry  (Prosecco)","Glera","La Jara"
"235","Italy",89,18,"Tuscany","Giovanni Chiappini 2012 Ferruggini  (Bolgheri)","Red Blend","Giovanni Chiappini"
"236","US",86,30,"California","Loft 2013 Merlot (Monterey)","Merlot","Loft"
"237","US",88,20,"Oregon","Purple Hands 2012 Pinot Noir (Willamette Valley)","Pinot Noir","Purple Hands"
"238","US",91,20,"California","Kirkland Signature 2011 Series Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","Kirkland Signature"
"239","Italy",92,55,"Tuscany","Guicciardini Strozzi 2004 A Solo  (Maremma)","Petit Verdot","Guicciardini Strozzi"
"240","Spain",86,18,"Northern Spain","Telmo Rodríguez 2015 Dehesa Gago  (Toro)","Tinta de Toro","Telmo Rodríguez"
"241","Argentina",84,18,"Mendoza Province","Monteviejo 2009 Festivo Malbec (Uco Valley)","Malbec","Monteviejo"
"242","Italy",87,17,"Northeastern Italy","Marco Cecchini 2006 Tovè White (Colli Orientali del Friuli)","White Blend","Marco Cecchini"
"243","US",87,25,"Oregon","Dion 2015 Pinot Noir (Chehalem Mountains)","Pinot Noir","Dion"
"244","France",88,20,"Bordeaux","Château Leboscq 2014  Médoc","Bordeaux-style Red Blend","Château Leboscq"
"245","Italy",85,18,"Piedmont","Giacomo Vico 2010 Birbet Brachetto (Piedmont)","Brachetto","Giacomo Vico"
"246","France",91,20,"Southwest France","Château Eugénie 2015 Cuvée Tsar Pierre le Grand Malbec-Merlot (Cahors)","Malbec-Merlot","Château Eugénie"
"247","US",84,25,"California","Simple Math Cellars 2008 Pinot Noir (Sonoma Coast)","Pinot Noir","Simple Math Cellars"
"248","US",80,20,"California","Gatos Locos 2007 Chardonnay (Mokelumne River)","Chardonnay","Gatos Locos"
"249","US",93,95,"California","S&G; Estate 2010 Aleksander Reserve Merlot-Cabernet Sauvignon (Paso Robles)","Merlot-Cabernet Sauvignon","S&G; Estate"
"250","Italy",88,NA,"Piedmont","Fratelli Casetta 2006 Riserva  (Barbaresco)","Nebbiolo","Fratelli Casetta"
"251","France",94,NA,"Bordeaux","Château l'Évangile 2014  Pomerol","Bordeaux-style Red Blend","Château l'Évangile"
"252","Portugal",87,NA,"Tejo","Fiuza 2013 3 Castas White (Tejo)","Portuguese White","Fiuza"
"253","US",84,20,"California","Magistrate 2008 Limited Production Chardonnay (Napa Valley)","Chardonnay","Magistrate"
"254","US",89,26,"Oregon","RoxyAnn 2009 Claret Red (Rogue Valley)","Red Blend","RoxyAnn"
"255","US",91,50,"Washington","Leonetti Cellar 1998 Sangiovese (Walla Walla Valley (WA))","Sangiovese","Leonetti Cellar"
"256","Italy",87,52,"Piedmont","Pietro Rinaldi 2011 San Cristoforo  (Barbaresco)","Nebbiolo","Pietro Rinaldi"
"257","Austria",89,13,"Burgenland","Zantho 2010 Muskat Ottonel (Burgenland)","Muskat Ottonel","Zantho"
"258","Germany",89,20,"Mosel","Peter Nicolay 2014 Graacher Himmelreich Kabinett Riesling (Mosel)","Riesling","Peter Nicolay"
"259","US",88,10,"California","Rosenblum NV Vintner's Cuvee XXI Zinfandel (California)","Zinfandel","Rosenblum"
"260","US",87,45,"Virginia","Fabbioli Cellars 2012 Loudoun County Tannat (Virginia)","Tannat","Fabbioli Cellars"
"261","US",89,60,"Michigan","Brys 2012 Artisan Series Pinot Noir (Old Mission Peninsula)","Pinot Noir","Brys"
"262","US",84,14,"Colorado","Two Rivers 2008 Syrah (Grand Valley)","Syrah","Two Rivers"
"263","Italy",94,65,"Piedmont","Sordo 2011 Rocche di Castiglione  (Barolo)","Nebbiolo","Sordo"
"264","France",86,11,"Bordeaux","Château Petit-Freylon 2012 Cuvée Michael  (Bordeaux)","Bordeaux-style Red Blend","Château Petit-Freylon"
"265","Spain",86,18,"Andalucia","Bodegas Yuste NV Aurora Manzanilla Sherry (Jerez)","Sherry","Bodegas Yuste"
"266","US",86,19,"New York","Chateau Lafayette Reneau 2010 Cabernet Franc (Finger Lakes)","Cabernet Franc","Chateau Lafayette Reneau"
"267","Italy",83,NA,"Lombardy","Bolla 2011 Moscato (Pavia)","Moscato","Bolla"
"268","US",87,20,"California","Kokomo 2016 Grenache Rosé (North Coast)","Rosé","Kokomo"
"269","France",89,14,"Alsace","Willm 2016 Réserve Pinot Gris (Alsace)","Pinot Gris","Willm"
"270","Chile",92,50,"Colchagua Valley","Neyen 2010 Carmenère-Cabernet Sauvignon (Colchagua Valley)","Carmenère-Cabernet Sauvignon","Neyen"
"271","US",93,85,"California","Challen 2013 Jasper Pinot Noir (Santa Maria Valley)","Pinot Noir","Challen"
"272","US",87,13,"California","Heron 2010 Sauvignon Blanc (Napa Valley)","Sauvignon Blanc","Heron"
"273","Italy",87,64,"Tuscany","Casa di Terra 2011 Mosaico  (Bolgheri)","Red Blend","Casa di Terra"
"274","US",87,16,"Washington","Hogue 2007 Genesis Meritage (Columbia Valley (WA))","Meritage","Hogue"
"275","Chile",86,27,"Colchagua Valley","Veranda 2007 Oda Carmenère (Colchagua Valley)","Carmenère","Veranda"
"276","Austria",88,11,"Niederösterreich","Hermann Moser 2016 Green Eyes Grüner Veltliner (Niederösterreich)","Grüner Veltliner","Hermann Moser"
"277","US",90,100,"New York","Wölffer 2010 Christian's Cuvee Merlot (The Hamptons, Long Island)","Merlot","Wölffer"
"278","France",93,75,"Burgundy","Alex Gambal 2011 Vieilles Vignes  (Vosne-Romanée)","Pinot Noir","Alex Gambal"
"279","Spain",89,22,"Catalonia","Juvé y Camps 2012 Milesimé Brut Reserva Sparkling (Cava)","Sparkling Blend","Juvé y Camps"
"280","Chile",82,10,"Maule Valley","Carma 2011 Reserva Carmenère (Maule Valley)","Carmenère","Carma"
"281","US",85,20,"California","Handley 2006 Handley Vineyard Chardonnay (Dry Creek Valley)","Chardonnay","Handley"
"282","Australia",92,125,"South Australia","Torbreck 2013 Descendant Shiraz-Viognier (Barossa Valley)","Shiraz-Viognier","Torbreck"
"283","Australia",93,89,"South Australia","Thorn Clarke 2014 Ron Thorn Single Vineyard Shiraz (Barossa)","Shiraz","Thorn Clarke"
"284","Italy",85,NA,"Tuscany","Valdicava 2009  Brunello di Montalcino","Sangiovese","Valdicava"
"285","Spain",89,42,"Northern Spain","Vinos de Arganza 2013 Marqués de Montejos Selección Mencía (Vino de la Tierra de Castilla y León)","Mencía","Vinos de Arganza"
"286","US",89,21,"Washington","3 Horse Ranch Vineyards 2011 Barrel Select Reserve Merlot (Washington)","Merlot","3 Horse Ranch Vineyards"
"287","Italy",91,45,"Central Italy","Barberani 2005 Moscato Passito Villa Monticelli Moscato (Umbria)","Moscato","Barberani"
"288","Hungary",90,25,"Tokaj","Erzsébet Pince 2012 Zafir dulo Furmint (Tokaj)","Furmint","Erzsébet Pince"
"289","France",86,15,"Loire Valley","Marquis de Goulaine 2013 Château de Goulaine Sur Lie  (Muscadet Sèvre et Maine)","Melon","Marquis de Goulaine"
"290","Italy",87,24,"Southern Italy","Villa Raiano 2011  Greco di Tufo","Greco","Villa Raiano"
"291","US",80,12,"California","Tortoise Creek 2011 Schoolhouse Cuvée Merlot (Clarksburg)","Merlot","Tortoise Creek"
"292","Italy",91,93,"Piedmont","Damilano 2005 Cannubi  (Barolo)","Nebbiolo","Damilano"
"293","Spain",84,53,"Northern Spain","Pegaso 2009 Barrancos de Pizarra Red (Vino de la Tierra de Castilla y León)","Red Blend","Pegaso"
"294","US",91,49,"California","Wrath 2013 San Saba Vineyard Chardonnay (Monterey)","Chardonnay","Wrath"
"295","France",90,22,"Burgundy","Bailly-Lapierre NV Brut  (Crémant de Bourgogne)","Pinot Noir","Bailly-Lapierre"
"296","US",86,15,"California","Graziano 2012 Sauvignon Blanc (Mendocino County)","Sauvignon Blanc","Graziano"
"297","Spain",82,10,"Central Spain","Trencalòs 2014 Sauvignon Blanc (Vino de la Tierra de Castilla)","Sauvignon Blanc","Trencalòs"
"298","US",94,60,"California","Lobo 2015 Wulff Vineyards Chardonnay (Napa Valley)","Chardonnay","Lobo"
"299","France",86,NA,"Southwest France","Château Laulerie 2010 Rosé (Bergerac)","Rosé","Château Laulerie"
"300","US",88,23,"California","Joyce 2012 Tondre Grapefield Riesling (Santa Lucia Highlands)","Riesling","Joyce"
"301","US",92,50,"Washington","Pepper Bridge 2004 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Pepper Bridge"
"302","France",89,35,"Alsace","Domaine de la Tour Blanche 2012 Schoenenbourg Grand Cru Riesling (Alsace)","Riesling","Domaine de la Tour Blanche"
"303","US",86,16,"New York","Silver Thread 2012 Chardonnay (Finger Lakes)","Chardonnay","Silver Thread"
"304","US",86,8,"California","Kenwood 2012 Vintage White (California)","White Blend","Kenwood"
"305","Argentina",84,19,"Mendoza Province","Los Clop 2012 Reserva Malbec (Mendoza)","Malbec","Los Clop"
"306","US",87,14,"New York","Heron Hill 2011 Unoaked Chardonnay (Finger Lakes)","Chardonnay","Heron Hill"
"307","US",88,15,"New York","Fulkerson 2012 Cabernet Sauvignon (Finger Lakes)","Cabernet Sauvignon","Fulkerson"
"308","US",87,25,"California","Hanna 2014 Estate Grown Chardonnay (Russian River Valley)","Chardonnay","Hanna"
"309","Spain",82,17,"Galicia","La Val 2016 Albariño (Rías Baixas)","Albariño","La Val"
"310","Italy",91,49,"Central Italy","Tenuta Vitalonga 2009 Phi Natura Armonia Red (Umbria)","Red Blend","Tenuta Vitalonga"
"311","Australia",83,12,"Australia Other","Rosemount 2001 Diamond Label Pinot Noir (South Eastern Australia)","Pinot Noir","Rosemount"
"312","US",92,30,"California","Bravium 2015 Pinot Noir (Anderson Valley)","Pinot Noir","Bravium"
"313","France",88,15,"Provence","Les Vignobles Gueissard 2013 Cuvée G White (Côtes de Provence)","Provence white blend","Les Vignobles Gueissard"
"314","US",89,20,"Oregon","Sineann 2012 Wy'East Vineyard Pinot Gris (Columbia Gorge (OR))","Pinot Gris","Sineann"
"315","Spain",87,11,"Northern Spain","Artadi 2013 Artazuri Garnacha Rosé (Navarra)","Rosé","Artadi"
"316","Italy",87,20,"Tuscany","Cantine Bellini 2013 Mamb-o Dominante Red (Toscana)","Red Blend","Cantine Bellini"
"317","US",90,40,"California","Amici 2013 Sauvignon Blanc (Spring Mountain District)","Sauvignon Blanc","Amici"
"318","Chile",87,NA,"Maipo Valley","Ventisquero 2010 Grey [Glacier] Single Block Trinidad Vineyard Carmenère (Maipo Valley)","Carmenère","Ventisquero"
"319","US",84,20,"Virginia","Naked Mountain 2011 Barrel Fermented Chardonnay (Virginia)","Chardonnay","Naked Mountain"
"320","US",87,15,"California","Pedroncelli 2008 Alto Vineyards Sangiovese (Dry Creek Valley)","Sangiovese","Pedroncelli"
"321","US",85,80,"California","Picazo 2005 Estate Merlot (San Francisco Bay-Livermore Valley)","Merlot","Picazo"
"322","US",93,33,"Oregon","Rex Hill 2014 Seven Soils Chardonnay (Willamette Valley)","Chardonnay","Rex Hill"
"323","Portugal",85,13,"Vinho Verde","Quintas de Melgaço 2015 Blue White (Vinho Verde)","Portuguese White","Quintas de Melgaço"
"324","France",87,45,"Loire Valley","Roger et Didier Raimbault 2010  Sancerre","Pinot Noir","Roger et Didier Raimbault"
"325","France",93,35,"Bordeaux","Château Latour-Martillac 2013  Pessac-Léognan","Bordeaux-style White Blend","Château Latour-Martillac"
"326","Spain",93,149,"Northern Spain","Arzuaga 2004 Gran Reserva  (Ribera del Duero)","Tempranillo Blend","Arzuaga"
"327","Spain",83,13,"Northern Spain","Larchago 2016 Viura (Rioja)","Viura","Larchago"
"328","France",94,75,"Bordeaux","Château Pontet-Canet 2007  Pauillac","Bordeaux-style Red Blend","Château Pontet-Canet"
"329","US",86,28,"Oregon","Del Rio 2012 Merlot (Rogue Valley)","Merlot","Del Rio"
"330","US",86,30,"California","Cru 2008 Appellations Series Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Cru"
"331","US",82,22,"Oregon","3Fools 2009 Del Rio Red Red (Oregon)","Red Blend","3Fools"
"332","US",84,23,"New York","Hermann J. Wiemer 1997 Cuvée Brut 2000  (Finger Lakes)","Champagne Blend","Hermann J. Wiemer"
"333","US",88,20,"Washington","Wilridge 2013 Angiolina Vineyard Malbec (Yakima Valley)","Malbec","Wilridge"
"334","Italy",88,34,"Southern Italy","Castello Monaci 2004 Artas Primitivo (Salento)","Primitivo","Castello Monaci"
"335","US",92,45,"Oregon","Francis Tannahill 2012 Jacob-Hart Vineyard Pinot Gris (Dundee Hills)","Pinot Gris","Francis Tannahill"
"336","US",92,80,"California","Testarossa 2014 Niclaire Pinot Noir (California)","Pinot Noir","Testarossa"
"337","US",90,25,"California","Rodney Strong 2012 Pinot Noir (Russian River Valley)","Pinot Noir","Rodney Strong"
"338","Italy",88,16,"Southern Italy","Villa Matilde 2012 Tenuta Rocca dei Leoni Falanghina (Campania)","Falanghina","Villa Matilde"
"339","US",91,50,"California","Trombetta 2015 Four Brothers Vineyard Chardonnay (Sonoma Mountain)","Chardonnay","Trombetta"
"340","US",92,28,"California","Girard 2010 Petite Sirah (Napa Valley)","Petite Sirah","Girard"
"341","US",92,42,"California","2Plank 2013 Zinfandel (Amador County)","Zinfandel","2Plank"
"342","US",88,20,"California","Robert Mondavi 2014 Chardonnay (Napa Valley)","Chardonnay","Robert Mondavi"
"343","Portugal",89,19,"Minho","Casa do Valle 2011 Homenagem Reserva Red (Minho)","Portuguese Red","Casa do Valle"
"344","Italy",90,60,"Tuscany","San Polo 2010  Brunello di Montalcino","Sangiovese","San Polo"
"345","France",85,65,"Bordeaux","Château Roullet 2010  Canon-Fronsac","Bordeaux-style Red Blend","Château Roullet"
"346","US",91,45,"California","Darcie Kent Vineyards 2012 Crown Block Red (Livermore Valley)","Red Blend","Darcie Kent Vineyards"
"347","US",87,22,"California","Broken Earth 2011 Petit Verdot (Paso Robles)","Petit Verdot","Broken Earth"
"348","Spain",89,30,"Catalonia","Cellers Unió 2006 Roureda Llicorella Gran Selecció Vitis 60 Red (Priorat)","Red Blend","Cellers Unió"
"349","Italy",86,13,"Tuscany","Coli 2013 Pratale  (Chianti Classico)","Red Blend","Coli"
"350","Spain",87,13,"Northern Spain","Obalo 2009  Rioja","Tempranillo","Obalo"
"351","Portugal",89,24,"Minho","Quinta da Calçada 2013 Edição Reserva White (Minho)","Portuguese White","Quinta da Calçada"
"352","US",87,12,"California","Gnarly Head 2015 1924 Limited Edition Double Black Red (California)","Red Blend","Gnarly Head"
"353","Spain",89,30,"Northern Spain","Viña Vilano 2006 Crianza  (Ribera del Duero)","Tempranillo","Viña Vilano"
"354","France",86,13,"Languedoc-Roussillon","La Forge Estate 2008 Barrel Selection Chardonnay (Vin de Pays d'Oc)","Chardonnay","La Forge Estate"
"355","US",86,45,"Oregon","Day 2014 Crowley Station Vineyards Pinot Noir (Eola-Amity Hills)","Pinot Noir","Day"
"356","Italy",87,14,"Veneto","Sartori 2005 Vigneti di Montegradella  (Valpolicella Classico Superiore)","Red Blend","Sartori"
"357","US",87,24,"California","Michael Rose Cellars 2014 Rosé of Alicante Bouschet (Central Coast)","Alicante Bouschet","Michael Rose Cellars"
"358","US",92,45,"Washington","Columbia Crest 2013 Reserve Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Columbia Crest"
"359","France",90,35,"Loire Valley","Domaine Matthias et Emile Roblin 2015 Origine  (Sancerre)","Pinot Noir","Domaine Matthias et Emile Roblin"
"360","US",88,22,"California","Harmony Cellars NV Repertoire Red (Paso Robles)","Red Blend","Harmony Cellars"
"361","France",89,17,"Loire Valley","Domaine de la Noblaie 2011 La Noblaie Rouge  (Chinon)","Cabernet Franc","Domaine de la Noblaie"
"362","US",94,95,"California","PharaohMoans 2007 Westside Red (Paso Robles)","Rhône-style Red Blend","PharaohMoans"
"363","France",92,NA,"Bordeaux","Château Providence 2011 Barrel Sample  (Pomerol)","Bordeaux-style Red Blend","Château Providence"
"364","Austria",88,16,"Burgenland","Hillinger 2013 Small Hill White (Burgenland)","White Blend","Hillinger"
"365","Germany",88,20,"Rheingau","Dr. Nägler 2012 Rüdesheimer Berg Rottland Kabinett Trocken Riesling (Rheingau)","Riesling","Dr. Nägler"
"366","US",93,50,"California","Longoria 2013 La Encantada Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","Longoria"
"367","Argentina",91,21,"Mendoza Province","Trivento 2009 Golden Reserve Malbec (Luján de Cuyo)","Malbec","Trivento"
"368","Portugal",93,22,"Alentejo","Mouchão 2011 Ponte das Canas Red (Alentejo)","Portuguese Red","Mouchão"
"369","US",93,40,"Washington","Alleromb 2012 Cuvée B Red (Columbia Valley (WA))","Bordeaux-style Red Blend","Alleromb"
"370","Australia",92,75,"Western Australia","Cullen 2009 Kevin John Chardonnay (Margaret River)","Chardonnay","Cullen"
"371","US",95,450,"California","Harlan Estate 2005 Red (Napa Valley)","Bordeaux-style Red Blend","Harlan Estate"
"372","US",92,65,"Washington","Reynvaan Family Vineyards 2012 In the Rocks Estate Syrah (Walla Walla Valley (WA))","Syrah","Reynvaan Family Vineyards"
"373","US",91,50,"California","Robert Biale 2013 Old Kraft Vineyard Zinfandel (St. Helena)","Zinfandel","Robert Biale"
"374","Italy",89,40,"Tuscany","Podere Paganico 2010  Brunello di Montalcino","Sangiovese","Podere Paganico"
"375","Chile",92,43,"San Antonio","Matetic 2007 EQ Syrah (San Antonio)","Syrah","Matetic"
"376","France",85,NA,"Bordeaux","Château Roc de Minvielle 2009  Bordeaux","Bordeaux-style Red Blend","Château Roc de Minvielle"
"377","Portugal",85,12,"Península de Setúbal","Wines & Winemakers 2015 Casa Ermelinda Freitas Monte de Baía Rosé (Península de Setúbal)","Rosé","Wines & Winemakers"
"378","US",90,20,"California","Palmina 2015 Pinot Grigio (Santa Barbara County)","Pinot Grigio","Palmina"
"379","US",88,85,"California","Vellum 2012 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Vellum"
"380","US",93,22,"California","Brick & Mortar 2014 Rosé of Pinot Noir (Napa Valley)","Pinot Noir","Brick & Mortar"
"381","France",87,NA,"Bordeaux","Château Picoron 2011  Castillon Côtes de Bordeaux","Bordeaux-style Red Blend","Château Picoron"
"382","Germany",86,42,"Mosel","Maximin Grünhäuser 2012 Herrenberg Alte Reben Trocken Riesling (Mosel)","Riesling","Maximin Grünhäuser"
"383","US",84,9,"California","Surf Point 2005 Cabernet Sauvignon (California)","Cabernet Sauvignon","Surf Point"
